payment_id,order_id,payment_method,payment_status
339,339,Card,Success
340,340,UPI,Success
341,341,Cash,Success
342,342,Card,Success
343,343,Card,Success
344,344,UPI,Success
345,345,Card,Success
346,346,Card,Success
347,347,UPI,Success
348,348,Card,Success
349,349,UPI,Success
350,350,Cash,Success
351,351,Cash,Success
352,352,Card,Failed
353,353,Card,Success
354,354,Cash,Success
355,355,Cash,Success
356,356,Cash,Success
357,357,Cash,Success
358,358,Cash,Success
359,359,Cash,Success
360,360,Card,Success
361,361,UPI,Success
362,362,UPI,Success
363,363,Cash,Success
364,364,UPI,Success
365,365,Cash,Success
366,366,Card,Success
367,367,Card,Failed
368,368,Card,Success
369,369,Card,Success
370,370,Card,Success
371,371,UPI,Success
372,372,Card,Success
373,373,Card,Success
374,374,Card,Success
375,375,UPI,Success
376,376,Cash,Success
377,377,Cash,Failed
378,378,UPI,Success
379,379,UPI,Success
380,380,UPI,Failed
381,381,Cash,Success
382,382,Card,Success
383,383,Card,Failed
384,384,UPI,Failed
385,385,Cash,Failed
386,386,UPI,Success
387,387,Card,Success
388,388,Card,Success
389,389,UPI,Success
390,390,Cash,Failed
391,391,Card,Success
392,392,UPI,Success
393,393,Card,Success
394,394,Card,Success
395,395,Card,Success
396,396,Cash,Success
397,397,Card,Failed
398,398,UPI,Success
399,399,Card,Success
400,400,UPI,Success
401,401,Card,Success
402,402,Card,Success
403,403,Card,Failed
404,404,UPI,Success
405,405,UPI,Success
406,406,UPI,Success
407,407,Cash,Success
408,408,Cash,Success
409,409,Card,Success
410,410,Cash,Success
411,411,Cash,Success
412,412,Cash,Success
413,413,Card,Success
414,414,Cash,Failed
415,415,UPI,Success
416,416,Cash,Success
417,417,Card,Success
418,418,UPI,Success
419,419,Cash,Failed
420,420,Cash,Success
421,421,Card,Success
422,422,UPI,Success
423,423,Card,Success
424,424,UPI,Success
425,425,Cash,Success
426,426,UPI,Success
427,427,UPI,Success
428,428,Cash,Success
429,429,Card,Success
430,430,Cash,Success
431,431,Cash,Success
432,432,Card,Failed
433,433,Card,Success
434,434,Card,Success
435,435,UPI,Success
436,436,Card,Success
437,437,Cash,Success
438,438,UPI,Success
439,439,Cash,Success
440,440,Cash,Success
441,441,UPI,Success
442,442,Cash,Success
443,443,UPI,Success
444,444,Cash,Success
445,445,Cash,Failed
446,446,Card,Success
447,447,Card,Success
448,448,Cash,Success
449,449,Cash,Success
450,450,Cash,Success
451,451,Cash,Failed
452,452,Cash,Success
453,453,Card,Success
454,454,Cash,Success
455,455,Cash,Success
456,456,Card,Success
457,457,Cash,Success
458,458,UPI,Success
459,459,UPI,Success
460,460,Card,Success
461,461,Card,Success
462,462,Card,Success
463,463,UPI,Success
464,464,Cash,Success
465,465,Cash,Success
466,466,Card,Success
467,467,Cash,Success
468,468,Card,Success
469,469,Cash,Success
470,470,Card,Success
471,471,Cash,Success
472,472,UPI,Success
473,473,UPI,Success
474,474,Card,Success
475,475,Card,Success
476,476,Card,Success
477,477,Cash,Success
478,478,Card,Success
479,479,Card,Success
480,480,Card,Success
481,481,UPI,Success
482,482,Cash,Success
483,483,UPI,Success
484,484,Card,Success
485,485,UPI,Success
486,486,Cash,Success
487,487,Cash,Success
488,488,Cash,Success
489,489,Cash,Success
490,490,UPI,Success
491,491,Cash,Success
492,492,UPI,Success
493,493,Cash,Success
494,494,Cash,Success
495,495,Card,Success
496,496,Cash,Success
497,497,Card,Success
498,498,Cash,Success
499,499,UPI,Success
500,500,Card,Success
501,501,Card,Success
502,502,Card,Success
503,503,Cash,Success
504,504,UPI,Success
505,505,Card,Success
506,506,Cash,Success
507,507,Card,Failed
508,508,Cash,Success
509,509,UPI,Success
510,510,Card,Success
511,511,UPI,Success
512,512,Cash,Success
513,513,Cash,Success
514,514,Cash,Success
515,515,Cash,Success
516,516,Card,Success
517,517,Card,Success
518,518,UPI,Success
519,519,Cash,Success
520,520,Card,Success
521,521,UPI,Failed
522,522,Card,Success
523,523,UPI,Success
524,524,Card,Success
525,525,UPI,Success
526,526,Cash,Success
527,527,Card,Success
528,528,UPI,Success
529,529,Cash,Success
530,530,Card,Success
531,531,UPI,Success
532,532,Card,Success
533,533,UPI,Success
534,534,Cash,Success
535,535,Cash,Success
536,536,Cash,Failed
537,537,Card,Success
538,538,Card,Success
539,539,Card,Success
540,540,Card,Success
541,541,UPI,Success
542,542,Cash,Success
543,543,UPI,Success
544,544,UPI,Success
545,545,UPI,Failed
546,546,Card,Failed
547,547,UPI,Success
548,548,Card,Success
549,549,Cash,Success
550,550,Cash,Success
551,551,UPI,Failed
552,552,UPI,Success
553,553,UPI,Success
554,554,Cash,Success
555,555,Cash,Success
556,556,UPI,Success
557,557,Card,Failed
558,558,UPI,Success
559,559,Cash,Success
560,560,UPI,Success
561,561,Card,Success
562,562,Card,Success
563,563,Cash,Success
564,564,UPI,Success
565,565,Card,Success
566,566,UPI,Success
567,567,Cash,Success
568,568,UPI,Success
569,569,Cash,Success
570,570,Card,Success
571,571,Cash,Success
572,572,Card,Success
573,573,Cash,Success
574,574,UPI,Success
575,575,UPI,Success
576,576,UPI,Success
577,577,Cash,Success
578,578,Cash,Success
579,579,Card,Success
580,580,Card,Success
581,581,UPI,Success
582,582,Card,Success
583,583,UPI,Success
584,584,Card,Success
585,585,UPI,Success
586,586,Card,Success
587,587,Card,Failed
588,588,Cash,Success
589,589,UPI,Success
590,590,Cash,Success
591,591,Card,Success
592,592,Card,Success
593,593,UPI,Success
594,594,Card,Success
595,595,Card,Success
596,596,Card,Success
597,597,UPI,Success
598,598,Cash,Success
599,599,UPI,Success
600,600,UPI,Success
601,601,UPI,Success
602,602,Card,Success
603,603,UPI,Success
604,604,Card,Success
605,605,UPI,Success
606,606,Cash,Success
607,607,Cash,Success
608,608,Cash,Success
609,609,UPI,Success
610,610,UPI,Failed
611,611,UPI,Success
612,612,UPI,Failed
613,613,Card,Success
614,614,UPI,Success
615,615,UPI,Success
616,616,Card,Success
617,617,Cash,Success
618,618,Card,Success
619,619,UPI,Success
620,620,UPI,Success
621,621,UPI,Success
622,622,Cash,Success
623,623,Cash,Success
624,624,Cash,Success
625,625,Card,Success
626,626,Cash,Success
627,627,Cash,Success
628,628,Card,Success
629,629,UPI,Success
630,630,Card,Success
631,631,Cash,Success
632,632,UPI,Success
633,633,Cash,Success
634,634,Cash,Failed
635,635,UPI,Success
636,636,UPI,Failed
637,637,UPI,Success
638,638,Card,Success
639,639,UPI,Success
640,640,UPI,Success
641,641,UPI,Success
642,642,Card,Success
643,643,Cash,Success
644,644,UPI,Success
645,645,UPI,Success
646,646,Card,Success
647,647,Cash,Success
648,648,Card,Failed
649,649,Card,Success
650,650,Cash,Success
651,651,Cash,Success
652,652,Card,Success
653,653,Cash,Success
654,654,Cash,Failed
655,655,UPI,Success
656,656,UPI,Success
657,657,Cash,Success
658,658,Card,Success
659,659,Card,Success
660,660,Cash,Success
661,661,Card,Success
662,662,Card,Success
663,663,Cash,Success
664,664,UPI,Success
665,665,UPI,Success
666,666,Cash,Success
667,667,Card,Success
668,668,Card,Success
669,669,Cash,Success
670,670,Card,Success
671,671,Cash,Success
672,672,Card,Failed
673,673,Cash,Success
674,674,UPI,Failed
675,675,Cash,Success
676,676,Card,Success
677,677,Cash,Failed
678,678,Card,Success
679,679,Card,Success
680,680,Cash,Success
681,681,Cash,Success
682,682,Cash,Success
683,683,Card,Success
684,684,Cash,Success
685,685,UPI,Success
686,686,Cash,Success
687,687,Cash,Failed
688,688,UPI,Success
689,689,Cash,Success
690,690,Card,Success
691,691,UPI,Success
692,692,Card,Success
693,693,UPI,Success
694,694,Card,Success
695,695,Cash,Success
696,696,Card,Success
697,697,Cash,Success
698,698,Card,Success
699,699,Card,Success
700,700,UPI,Success
701,701,UPI,Success
702,702,Card,Success
703,703,Card,Success
704,704,Cash,Success
705,705,UPI,Success
706,706,UPI,Success
707,707,UPI,Success
708,708,Cash,Success
709,709,Card,Success
710,710,UPI,Failed
711,711,Cash,Success
712,712,Cash,Success
713,713,Card,Success
714,714,Cash,Success
715,715,UPI,Success
716,716,UPI,Success
717,717,Card,Success
718,718,Cash,Success
719,719,Card,Success
720,720,Card,Success
721,721,UPI,Success
722,722,Cash,Failed
723,723,UPI,Success
724,724,Card,Success
725,725,Cash,Success
726,726,Cash,Failed
727,727,Cash,Success
728,728,Card,Success
729,729,Card,Success
730,730,Cash,Failed
731,731,UPI,Failed
732,732,Cash,Success
733,733,UPI,Failed
734,734,UPI,Success
735,735,UPI,Success
736,736,Card,Failed
737,737,UPI,Success
738,738,Card,Success
739,739,Card,Success
740,740,Card,Success
741,741,Card,Success
742,742,Cash,Success
743,743,UPI,Success
744,744,UPI,Success
745,745,Card,Success
746,746,UPI,Success
747,747,Card,Success
748,748,Cash,Success
749,749,Card,Success
750,750,Cash,Success
751,751,Cash,Success
752,752,Cash,Success
753,753,Card,Success
754,754,Cash,Success
755,755,Cash,Success
756,756,Card,Success
757,757,Card,Success
758,758,UPI,Success
759,759,Card,Success
760,760,UPI,Success
761,761,Cash,Success
762,762,UPI,Success
763,763,Card,Success
764,764,UPI,Success
765,765,UPI,Success
766,766,UPI,Success
767,767,Card,Failed
768,768,Card,Success
769,769,Cash,Success
770,770,UPI,Failed
771,771,Cash,Success
772,772,UPI,Failed
773,773,Cash,Failed
774,774,Card,Success
775,775,UPI,Success
776,776,UPI,Success
777,777,UPI,Success
778,778,Cash,Success
779,779,Card,Success
780,780,UPI,Success
781,781,Cash,Success
782,782,Card,Success
783,783,Cash,Success
784,784,Cash,Failed
785,785,Card,Success
786,786,Cash,Success
787,787,Cash,Success
788,788,Card,Success
789,789,UPI,Success
790,790,Cash,Failed
791,791,Cash,Success
792,792,Cash,Success
793,793,UPI,Success
794,794,UPI,Success
795,795,Card,Success
796,796,UPI,Success
797,797,UPI,Success
798,798,Card,Success
799,799,Card,Success
800,800,Cash,Success
801,801,Cash,Success
802,802,Card,Success
803,803,Cash,Success
804,804,UPI,Success
805,805,Card,Success
806,806,Cash,Success
807,807,Cash,Success
808,808,Card,Success
809,809,Card,Success
810,810,Card,Success
811,811,Cash,Success
812,812,UPI,Success
813,813,UPI,Success
814,814,Card,Success
815,815,Card,Success
816,816,UPI,Success
817,817,UPI,Success
818,818,Card,Success
819,819,Cash,Success
820,820,Card,Success
821,821,Cash,Success
822,822,Card,Success
823,823,Cash,Success
824,824,UPI,Success
825,825,UPI,Success
826,826,Cash,Success
827,827,UPI,Success
828,828,Card,Success
829,829,Cash,Success
830,830,Card,Success
831,831,Card,Success
832,832,Cash,Success
833,833,UPI,Success
834,834,Card,Success
835,835,Cash,Failed
836,836,Cash,Success
837,837,Cash,Failed
838,838,UPI,Success
839,839,UPI,Success
840,840,Card,Success
841,841,Card,Failed
842,842,UPI,Failed
843,843,Cash,Success
844,844,Cash,Success
845,845,UPI,Success
846,846,Cash,Success
847,847,Card,Success
848,848,UPI,Success
849,849,UPI,Success
850,850,UPI,Success
851,851,UPI,Success
852,852,Card,Success
853,853,Cash,Success
854,854,Cash,Success
855,855,Cash,Success
856,856,Cash,Success
857,857,Card,Failed
858,858,UPI,Success
859,859,UPI,Success
860,860,UPI,Success
861,861,Card,Success
862,862,UPI,Success
863,863,Cash,Success
864,864,Card,Failed
865,865,Card,Success
866,866,UPI,Success
867,867,UPI,Success
868,868,Card,Success
869,869,UPI,Success
870,870,Card,Success
871,871,Cash,Success
872,872,UPI,Success
873,873,Cash,Success
874,874,Cash,Success
875,875,Cash,Success
876,876,Card,Success
877,877,Card,Success
878,878,Cash,Failed
879,879,Card,Success
880,880,UPI,Success
881,881,UPI,Success
882,882,UPI,Success
883,883,Card,Success
884,884,Card,Success
885,885,UPI,Failed
886,886,UPI,Success
887,887,UPI,Success
888,888,UPI,Success
889,889,Card,Failed
890,890,Cash,Success
891,891,UPI,Success
892,892,Card,Success
893,893,Cash,Success
894,894,UPI,Success
895,895,Card,Success
896,896,UPI,Success
897,897,Cash,Failed
898,898,Card,Success
899,899,Cash,Success
900,900,Card,Success
901,901,Card,Success
902,902,UPI,Failed
903,903,Card,Success
904,904,Card,Success
905,905,Card,Success
906,906,UPI,Success
907,907,Cash,Success
908,908,Card,Success
909,909,Card,Failed
910,910,UPI,Success
911,911,Card,Success
912,912,UPI,Success
913,913,UPI,Success
914,914,Card,Success
915,915,Card,Success
916,916,UPI,Success
917,917,Cash,Success
918,918,Card,Success
919,919,UPI,Success
920,920,UPI,Success
921,921,UPI,Success
922,922,UPI,Success
923,923,Cash,Success
924,924,Cash,Success
925,925,UPI,Success
926,926,Card,Failed
927,927,Card,Success
928,928,Card,Success
929,929,Cash,Success
930,930,Card,Success
931,931,Card,Success
932,932,UPI,Success
933,933,UPI,Success
934,934,Cash,Success
935,935,UPI,Success
936,936,UPI,Success
937,937,Card,Success
938,938,UPI,Success
939,939,Card,Success
940,940,Card,Success
941,941,Cash,Success
942,942,Cash,Success
943,943,UPI,Failed
944,944,Cash,Success
945,945,UPI,Success
946,946,Card,Success
947,947,Card,Success
948,948,Card,Success
949,949,Card,Failed
950,950,Cash,Failed
951,951,UPI,Success
952,952,Cash,Success
953,953,Cash,Success
954,954,Card,Success
955,955,UPI,Success
956,956,Card,Success
957,957,Card,Success
958,958,Card,Failed
959,959,UPI,Success
960,960,Card,Success
961,961,Cash,Success
962,962,Card,Success
963,963,Cash,Success
964,964,UPI,Success
965,965,Cash,Success
966,966,UPI,Success
967,967,UPI,Success
968,968,Card,Failed
969,969,UPI,Success
970,970,Cash,Success
971,971,Cash,Failed
972,972,Cash,Success
973,973,Card,Success
974,974,Card,Success
975,975,UPI,Success
976,976,Card,Success
977,977,Card,Success
978,978,UPI,Success
979,979,Cash,Success
980,980,UPI,Success
981,981,Card,Success
982,982,Cash,Success
983,983,Cash,Success
984,984,UPI,Success
985,985,UPI,Success
986,986,Cash,Success
987,987,Card,Success
988,988,Card,Success
989,989,UPI,Failed
990,990,Card,Success
991,991,Card,Success
992,992,Cash,Success
993,993,Cash,Success
994,994,Card,Success
995,995,Card,Success
996,996,UPI,Success
997,997,Cash,Success
998,998,Cash,Failed
999,999,Card,Success
1000,1000,Cash,Success
1001,1001,Cash,Success
1002,1002,UPI,Success
1003,1003,Cash,Success
1004,1004,Cash,Success
1005,1005,Card,Success
1006,1006,Cash,Success
1007,1007,Card,Failed
1008,1008,UPI,Success
1009,1009,Card,Success
1010,1010,Card,Failed
1011,1011,Card,Success
1012,1012,UPI,Success
1013,1013,Card,Success
1014,1014,Cash,Success
1015,1015,UPI,Success
1016,1016,Card,Success
1017,1017,UPI,Success
1018,1018,UPI,Failed
1019,1019,Cash,Success
1020,1020,Cash,Success
1021,1021,Card,Success
1022,1022,Card,Failed
1023,1023,UPI,Success
1024,1024,Card,Success
1025,1025,UPI,Success
1026,1026,Card,Failed
1027,1027,Cash,Failed
1028,1028,UPI,Success
1029,1029,Cash,Success
1030,1030,UPI,Success
1031,1031,Card,Success
1032,1032,Cash,Success
1033,1033,UPI,Failed
1034,1034,UPI,Success
1035,1035,Card,Success
1036,1036,UPI,Success
1037,1037,Card,Success
1038,1038,Card,Success
1039,1039,UPI,Failed
1040,1040,UPI,Success
1041,1041,Cash,Success
1042,1042,UPI,Success
1043,1043,Cash,Success
1044,1044,UPI,Success
1045,1045,Card,Success
1046,1046,UPI,Success
1047,1047,UPI,Success
1048,1048,UPI,Failed
1049,1049,UPI,Failed
1050,1050,Cash,Success
1051,1051,Cash,Success
1052,1052,Card,Success
1053,1053,UPI,Success
1054,1054,Card,Success
1055,1055,Card,Success
1056,1056,UPI,Success
1057,1057,UPI,Success
1058,1058,Card,Success
1059,1059,Card,Success
1060,1060,Cash,Success
1061,1061,UPI,Success
1062,1062,UPI,Success
1063,1063,UPI,Success
1064,1064,Card,Failed
1065,1065,Cash,Success
1066,1066,Cash,Success
1067,1067,UPI,Success
1068,1068,Card,Failed
1069,1069,Cash,Success
1070,1070,Card,Success
1071,1071,UPI,Success
1072,1072,Cash,Success
1073,1073,Card,Success
1074,1074,Cash,Success
1075,1075,UPI,Failed
1076,1076,UPI,Success
1077,1077,UPI,Success
1078,1078,Cash,Success
1079,1079,Card,Success
1080,1080,Card,Success
1081,1081,UPI,Success
1082,1082,UPI,Success
1083,1083,Card,Success
1084,1084,Cash,Success
1085,1085,UPI,Success
1086,1086,Cash,Success
1087,1087,Card,Success
1088,1088,UPI,Success
1089,1089,Card,Success
1090,1090,UPI,Success
1091,1091,UPI,Failed
1092,1092,Cash,Success
1093,1093,Cash,Success
1094,1094,UPI,Success
1095,1095,UPI,Failed
1096,1096,UPI,Success
1097,1097,UPI,Success
1098,1098,Cash,Failed
1099,1099,Card,Success
1100,1100,UPI,Success
1101,1101,Card,Success
1102,1102,Cash,Failed
1103,1103,Card,Success
1104,1104,Cash,Success
1105,1105,Cash,Success
1106,1106,Card,Success
1107,1107,Cash,Success
1108,1108,Card,Success
1109,1109,Card,Success
1110,1110,UPI,Success
1111,1111,Card,Success
1112,1112,UPI,Success
1113,1113,Cash,Success
1114,1114,Cash,Success
1115,1115,Card,Success
1116,1116,UPI,Success
1117,1117,Card,Success
1118,1118,Card,Success
1119,1119,Cash,Success
1120,1120,Cash,Success
1121,1121,Card,Success
1122,1122,UPI,Success
1123,1123,Card,Success
1124,1124,UPI,Success
1125,1125,Card,Success
1126,1126,Card,Failed
1127,1127,UPI,Success
1128,1128,Cash,Success
1129,1129,Cash,Success
1130,1130,Cash,Success
1131,1131,Card,Failed
1132,1132,Card,Success
1133,1133,Card,Success
1134,1134,UPI,Success
1135,1135,UPI,Success
1136,1136,Cash,Success
1137,1137,Cash,Success
1138,1138,UPI,Success
1139,1139,Cash,Success
1140,1140,UPI,Success
1141,1141,UPI,Success
1142,1142,UPI,Success
1143,1143,UPI,Success
1144,1144,UPI,Success
1145,1145,Card,Success
1146,1146,UPI,Success
1147,1147,Cash,Success
1148,1148,UPI,Success
1149,1149,Card,Success
1150,1150,Cash,Success
1151,1151,Cash,Success
1152,1152,Card,Success
1153,1153,UPI,Success
1154,1154,Card,Success
1155,1155,Card,Success
1156,1156,UPI,Failed
1157,1157,Card,Success
1158,1158,Card,Success
1159,1159,UPI,Failed
1160,1160,Cash,Failed
1161,1161,Card,Success
1162,1162,Card,Success
1163,1163,Cash,Success
1164,1164,UPI,Success
1165,1165,Card,Success
1166,1166,Cash,Success
1167,1167,Card,Success
1168,1168,Card,Success
1169,1169,Cash,Success
1170,1170,Card,Success
1171,1171,Cash,Success
1172,1172,UPI,Success
1173,1173,Card,Success
1174,1174,Card,Success
1175,1175,Cash,Success
1176,1176,Cash,Success
1177,1177,Cash,Success
1178,1178,Cash,Success
1179,1179,Cash,Success
1180,1180,Cash,Failed
1181,1181,UPI,Success
1182,1182,Card,Success
1183,1183,UPI,Success
1184,1184,UPI,Success
1185,1185,Card,Success
1186,1186,Card,Success
1187,1187,Cash,Success
1188,1188,Card,Failed
1189,1189,Card,Success
1190,1190,UPI,Failed
1191,1191,Cash,Success
1192,1192,Cash,Success
1193,1193,Card,Success
1194,1194,Card,Failed
1195,1195,Cash,Success
1196,1196,UPI,Success
1197,1197,Card,Success
1198,1198,Card,Success
1199,1199,Cash,Success
1200,1200,Cash,Success
1201,1201,UPI,Success
1202,1202,Card,Success
1203,1203,UPI,Success
1204,1204,Cash,Success
1205,1205,UPI,Failed
1206,1206,Card,Success
1207,1207,UPI,Success
1208,1208,UPI,Success
1209,1209,UPI,Success
1210,1210,Card,Success
1211,1211,Cash,Success
1212,1212,Card,Success
1213,1213,UPI,Success
1214,1214,Cash,Success
1215,1215,UPI,Success
1216,1216,UPI,Success
1217,1217,UPI,Success
1218,1218,UPI,Success
1219,1219,Card,Success
1220,1220,UPI,Success
1221,1221,UPI,Success
1222,1222,UPI,Success
1223,1223,UPI,Success
1224,1224,Cash,Success
1225,1225,Card,Success
1226,1226,Cash,Success
1227,1227,UPI,Success
1228,1228,UPI,Success
1229,1229,Cash,Success
1230,1230,Cash,Success
1231,1231,UPI,Success
1232,1232,Cash,Failed
1233,1233,Cash,Success
1234,1234,UPI,Failed
1235,1235,Card,Success
1236,1236,Card,Success
1237,1237,Card,Success
1238,1238,Card,Failed
1239,1239,Card,Success
1240,1240,Cash,Failed
1241,1241,UPI,Success
1242,1242,Card,Success
1243,1243,UPI,Failed
1244,1244,UPI,Success
1245,1245,UPI,Success
1246,1246,Cash,Success
1247,1247,UPI,Success
1248,1248,Cash,Failed
1249,1249,Cash,Success
