item_id,order_id,item_name,quantity,price
107,54,Veg Biryani,1,464
108,55,Masala Dosa,1,492
109,55,Fried Rice,3,332
110,55,Burger,3,296
111,56,Paneer Butter Masala,3,291
112,57,Burger,2,375
113,57,Masala Dosa,2,358
114,58,Veg Biryani,2,380
115,58,Paneer Butter Masala,3,385
116,59,Pizza,3,257
117,60,Burger,2,384
118,60,Burger,2,278
119,60,Chicken Biryani,3,481
120,61,Idli Sambar,1,321
121,62,Idli Sambar,3,461
122,63,Tandoori Chicken,3,199
123,63,Paneer Butter Masala,2,347
124,64,Butter Naan,3,194
125,64,Fried Rice,3,374
126,64,Paneer Butter Masala,2,196
127,65,Chicken Biryani,2,455
128,65,Idli Sambar,2,440
129,66,Chicken Biryani,1,237
130,66,Dal Makhani,2,166
131,67,Hakka Noodles,3,239
132,68,Paneer Butter Masala,1,186
133,69,Tandoori Chicken,3,358
134,69,Masala Dosa,2,233
135,69,Dal Makhani,2,463
136,70,Veg Biryani,3,486
137,70,Hakka Noodles,3,242
138,70,Butter Naan,1,430
139,71,Butter Naan,3,345
140,71,Veg Biryani,2,491
141,72,Chicken Biryani,1,470
142,73,Hakka Noodles,2,294
143,73,Veg Biryani,3,349
144,74,Butter Naan,1,279
145,74,Tandoori Chicken,3,177
146,74,Fried Rice,2,243
147,75,Masala Dosa,1,242
148,76,Hakka Noodles,3,210
149,76,Pizza,2,259
150,76,Veg Biryani,2,399
151,77,Pizza,1,443
152,77,Burger,3,129
153,78,Veg Biryani,3,290
154,79,Fried Rice,2,266
155,80,Paneer Butter Masala,3,355
156,80,Veg Biryani,3,297
157,80,Paneer Butter Masala,1,217
158,81,Idli Sambar,3,365
159,81,Butter Naan,2,388
160,82,Butter Naan,3,412
161,82,Butter Naan,3,251
162,82,Pizza,3,404
163,83,Hakka Noodles,2,229
164,83,Pizza,1,242
165,84,Hakka Noodles,2,418
166,84,Idli Sambar,1,134
167,85,Dal Makhani,2,463
168,85,Paneer Butter Masala,3,455
169,86,Hakka Noodles,1,307
170,87,Masala Dosa,3,181
171,88,Tandoori Chicken,1,155
172,89,Tandoori Chicken,2,294
173,90,Chicken Biryani,1,402
174,90,Paneer Butter Masala,1,314
175,91,Pizza,2,271
176,92,Tandoori Chicken,3,123
177,92,Burger,1,463
178,93,Chicken Biryani,2,143
179,94,Butter Naan,2,440
180,94,Burger,1,401
181,95,Burger,2,264
182,95,Pizza,3,495
183,95,Idli Sambar,1,299
184,96,Masala Dosa,2,421
185,97,Pizza,1,375
186,97,Idli Sambar,3,288
187,98,Masala Dosa,2,466
188,98,Masala Dosa,2,225
189,99,Paneer Butter Masala,3,147
190,99,Masala Dosa,2,367
191,99,Chicken Biryani,3,267
192,100,Burger,2,433
193,100,Butter Naan,1,261
194,100,Dal Makhani,2,120
195,101,Chicken Biryani,2,443
196,102,Masala Dosa,1,431
197,102,Fried Rice,3,211
198,103,Hakka Noodles,1,346
199,103,Masala Dosa,3,411
200,103,Dal Makhani,2,433
201,104,Chicken Biryani,3,245
202,104,Masala Dosa,1,211
203,104,Hakka Noodles,3,408
204,105,Butter Naan,3,298
205,106,Fried Rice,1,281
206,106,Chicken Biryani,2,159
207,106,Chicken Biryani,2,163
208,107,Veg Biryani,3,377
209,107,Idli Sambar,2,467
210,108,Hakka Noodles,1,196
211,109,Masala Dosa,3,462
212,110,Tandoori Chicken,3,356
213,110,Fried Rice,3,139
214,111,Tandoori Chicken,2,152
215,111,Fried Rice,3,335
216,112,Dal Makhani,2,127
217,113,Pizza,3,325
218,114,Hakka Noodles,3,303
219,114,Tandoori Chicken,2,438
220,114,Veg Biryani,3,192
221,115,Butter Naan,2,293
222,116,Pizza,1,242
223,116,Chicken Biryani,2,398
224,117,Pizza,2,437
225,117,Hakka Noodles,1,436
226,118,Burger,3,360
227,119,Paneer Butter Masala,1,480
228,120,Pizza,3,415
229,120,Idli Sambar,3,232
230,121,Dal Makhani,3,382
231,121,Fried Rice,2,136
232,122,Burger,3,370
233,122,Fried Rice,1,196
234,123,Masala Dosa,3,500
235,123,Butter Naan,1,453
236,124,Burger,3,138
237,124,Hakka Noodles,3,206
238,124,Fried Rice,3,157
239,125,Veg Biryani,1,466
240,126,Butter Naan,2,366
241,126,Pizza,1,173
242,127,Paneer Butter Masala,3,299
243,127,Burger,2,465
244,128,Chicken Biryani,1,281
245,128,Fried Rice,2,149
246,128,Butter Naan,1,334
247,129,Fried Rice,3,179
248,129,Tandoori Chicken,1,238
249,130,Chicken Biryani,1,460
250,130,Burger,2,249
251,131,Hakka Noodles,3,255
252,131,Chicken Biryani,1,222
253,131,Veg Biryani,3,388
254,132,Fried Rice,2,387
255,132,Fried Rice,3,281
256,132,Tandoori Chicken,1,331
257,133,Paneer Butter Masala,1,181
258,134,Hakka Noodles,3,424
259,134,Tandoori Chicken,1,398
260,134,Hakka Noodles,2,447
261,135,Butter Naan,3,279
262,135,Chicken Biryani,2,434
263,135,Hakka Noodles,2,198
264,136,Burger,3,451
265,137,Chicken Biryani,3,235
266,137,Tandoori Chicken,3,270
267,137,Pizza,3,442
268,138,Fried Rice,1,472
269,138,Pizza,1,175
270,138,Pizza,1,126
271,139,Dal Makhani,2,139
272,140,Veg Biryani,2,390
273,141,Veg Biryani,3,431
274,141,Tandoori Chicken,3,397
275,142,Burger,1,373
276,142,Paneer Butter Masala,3,378
277,142,Idli Sambar,3,210
278,143,Dal Makhani,3,216
279,144,Masala Dosa,1,160
280,144,Fried Rice,3,305
281,144,Idli Sambar,3,289
282,145,Veg Biryani,3,283
283,146,Chicken Biryani,3,260
284,146,Butter Naan,3,331
285,147,Paneer Butter Masala,2,319
286,147,Fried Rice,2,144
287,147,Fried Rice,2,291
288,148,Butter Naan,3,371
289,148,Dal Makhani,2,272
290,149,Fried Rice,1,333
291,149,Tandoori Chicken,1,245
292,149,Tandoori Chicken,3,369
293,150,Dal Makhani,1,223
294,150,Masala Dosa,2,201
295,151,Tandoori Chicken,3,380
296,151,Idli Sambar,1,340
297,152,Tandoori Chicken,3,313
298,153,Chicken Biryani,2,286
299,154,Paneer Butter Masala,1,125
300,154,Paneer Butter Masala,1,386
301,155,Chicken Biryani,2,316
302,155,Tandoori Chicken,2,366
303,156,Paneer Butter Masala,2,173
304,156,Hakka Noodles,1,198
305,156,Hakka Noodles,2,256
306,157,Burger,3,217
307,157,Veg Biryani,1,498
308,158,Hakka Noodles,3,139
309,158,Tandoori Chicken,1,262
310,158,Tandoori Chicken,3,433
311,159,Burger,2,154
312,160,Veg Biryani,3,163
313,160,Masala Dosa,1,472
314,161,Burger,1,451
315,162,Masala Dosa,3,269
316,162,Masala Dosa,3,223
317,162,Veg Biryani,1,383
318,163,Butter Naan,2,491
319,163,Tandoori Chicken,2,122
320,163,Pizza,2,276
321,164,Tandoori Chicken,2,200
322,165,Butter Naan,2,459
323,165,Chicken Biryani,2,321
324,166,Fried Rice,1,442
325,166,Dal Makhani,2,185
326,166,Tandoori Chicken,2,362
327,167,Butter Naan,3,463
328,167,Fried Rice,3,318
329,167,Burger,2,471
330,168,Chicken Biryani,3,159
331,169,Veg Biryani,2,241
332,169,Butter Naan,1,435
333,170,Fried Rice,3,467
334,170,Burger,3,480
335,171,Dal Makhani,2,326
336,171,Burger,1,128
337,171,Butter Naan,3,439
338,172,Veg Biryani,1,232
339,173,Idli Sambar,1,438
340,173,Burger,1,432
341,174,Veg Biryani,2,319
342,174,Masala Dosa,2,157
343,174,Pizza,3,440
344,175,Pizza,3,415
345,175,Pizza,1,358
346,176,Paneer Butter Masala,1,220
347,176,Idli Sambar,1,235
348,176,Masala Dosa,3,125
349,177,Masala Dosa,2,194
350,177,Chicken Biryani,1,283
351,178,Chicken Biryani,2,159
352,178,Dal Makhani,3,182
353,179,Dal Makhani,2,423
354,180,Paneer Butter Masala,2,303
355,181,Masala Dosa,2,265
356,182,Idli Sambar,1,385
357,182,Veg Biryani,3,431
358,183,Butter Naan,2,339
359,183,Idli Sambar,3,172
360,183,Masala Dosa,2,288
361,184,Idli Sambar,3,339
362,185,Burger,3,260
363,185,Tandoori Chicken,2,205
364,186,Idli Sambar,2,358
365,186,Burger,2,130
366,186,Masala Dosa,2,481
367,187,Masala Dosa,3,451
368,187,Dal Makhani,3,210
369,188,Butter Naan,2,452
370,188,Paneer Butter Masala,1,369
371,188,Masala Dosa,1,185
372,189,Tandoori Chicken,3,291
373,189,Chicken Biryani,1,476
374,189,Pizza,3,472
375,190,Butter Naan,2,321
376,190,Hakka Noodles,3,481
377,191,Masala Dosa,3,133
378,191,Hakka Noodles,3,235
379,192,Butter Naan,2,196
380,192,Idli Sambar,2,172
381,193,Pizza,3,447
382,193,Hakka Noodles,2,253
383,194,Tandoori Chicken,1,289
384,194,Tandoori Chicken,3,175
385,194,Hakka Noodles,3,123
386,195,Idli Sambar,3,292
387,196,Idli Sambar,1,421
388,197,Dal Makhani,2,251
389,197,Hakka Noodles,3,222
390,198,Hakka Noodles,2,231
391,199,Chicken Biryani,2,211
392,200,Masala Dosa,2,129
393,201,Masala Dosa,2,146
394,201,Chicken Biryani,3,437
395,201,Chicken Biryani,2,143
396,202,Tandoori Chicken,1,150
397,202,Masala Dosa,3,470
398,203,Hakka Noodles,1,178
399,203,Tandoori Chicken,1,336
400,203,Hakka Noodles,1,495
401,204,Hakka Noodles,1,416
402,204,Fried Rice,3,489
403,204,Tandoori Chicken,1,342
404,205,Pizza,1,262
405,205,Idli Sambar,2,363
406,205,Burger,1,252
407,206,Chicken Biryani,2,369
408,206,Idli Sambar,2,137
409,206,Burger,1,351
410,207,Burger,1,439
411,207,Butter Naan,3,350
412,208,Burger,3,277
413,208,Idli Sambar,3,381
414,208,Idli Sambar,2,237
415,209,Hakka Noodles,3,411
416,209,Chicken Biryani,1,124
417,210,Butter Naan,2,422
418,210,Paneer Butter Masala,1,217
419,210,Dal Makhani,1,170
420,211,Hakka Noodles,1,498
421,211,Dal Makhani,1,417
422,211,Paneer Butter Masala,1,366
423,212,Chicken Biryani,3,379
424,213,Tandoori Chicken,2,226
425,213,Paneer Butter Masala,2,439
426,214,Pizza,3,285
427,215,Masala Dosa,1,439
428,215,Idli Sambar,1,454
429,215,Hakka Noodles,2,464
430,216,Hakka Noodles,1,247
431,216,Idli Sambar,1,362
432,216,Dal Makhani,2,469
433,217,Butter Naan,1,217
434,217,Hakka Noodles,2,254
435,218,Chicken Biryani,2,134
436,218,Dal Makhani,3,386
437,218,Burger,3,289
438,219,Burger,3,358
439,219,Fried Rice,2,297
440,219,Chicken Biryani,2,207
441,220,Tandoori Chicken,3,209
442,221,Hakka Noodles,3,214
443,221,Burger,1,373
444,221,Tandoori Chicken,3,120
445,222,Dal Makhani,3,376
446,222,Hakka Noodles,1,367
447,223,Pizza,2,327
448,223,Masala Dosa,1,494
449,224,Masala Dosa,2,180
450,224,Idli Sambar,1,223
451,225,Hakka Noodles,2,182
452,225,Paneer Butter Masala,3,446
453,226,Paneer Butter Masala,3,239
454,227,Tandoori Chicken,2,188
455,227,Veg Biryani,1,126
456,228,Paneer Butter Masala,2,206
457,229,Fried Rice,2,201
458,229,Butter Naan,3,356
459,230,Idli Sambar,2,160
460,230,Chicken Biryani,2,455
461,231,Fried Rice,3,145
462,231,Fried Rice,1,164
463,231,Tandoori Chicken,2,473
464,232,Idli Sambar,3,449
465,233,Masala Dosa,3,261
466,233,Paneer Butter Masala,1,391
467,233,Idli Sambar,2,417
468,234,Dal Makhani,1,284
469,234,Idli Sambar,1,359
470,234,Fried Rice,3,260
471,235,Paneer Butter Masala,2,392
472,235,Dal Makhani,1,463
473,236,Fried Rice,3,272
474,236,Veg Biryani,2,335
475,236,Hakka Noodles,1,457
476,237,Chicken Biryani,3,423
477,238,Butter Naan,2,326
478,238,Idli Sambar,1,239
479,239,Paneer Butter Masala,1,130
480,239,Masala Dosa,1,153
481,240,Burger,1,290
482,240,Idli Sambar,3,266
483,240,Dal Makhani,3,154
484,241,Fried Rice,2,167
485,242,Paneer Butter Masala,1,148
486,243,Pizza,3,227
487,244,Burger,2,243
488,244,Hakka Noodles,3,151
489,245,Idli Sambar,1,135
490,245,Burger,3,292
491,245,Hakka Noodles,1,307
492,246,Idli Sambar,3,231
493,246,Tandoori Chicken,2,166
494,246,Butter Naan,2,206
495,247,Chicken Biryani,1,416
496,247,Chicken Biryani,2,257
497,248,Burger,1,491
498,248,Fried Rice,2,122
499,249,Veg Biryani,2,417
500,249,Idli Sambar,3,384
501,249,Dal Makhani,3,415
502,250,Paneer Butter Masala,3,416
503,251,Masala Dosa,1,373
504,251,Masala Dosa,2,124
505,252,Veg Biryani,1,345
506,252,Fried Rice,3,226
507,252,Pizza,1,433
508,253,Fried Rice,1,410
509,254,Pizza,2,169
510,254,Masala Dosa,2,459
511,255,Veg Biryani,3,496
512,255,Hakka Noodles,2,366
513,256,Idli Sambar,1,333
514,256,Pizza,2,153
515,257,Dal Makhani,3,329
516,258,Dal Makhani,3,277
517,259,Tandoori Chicken,1,189
518,259,Burger,3,334
519,260,Veg Biryani,2,246
520,261,Paneer Butter Masala,3,363
521,262,Tandoori Chicken,3,468
522,262,Hakka Noodles,1,317
523,263,Dal Makhani,3,468
524,263,Butter Naan,2,464
525,264,Hakka Noodles,3,398
526,264,Tandoori Chicken,1,342
527,264,Masala Dosa,1,192
528,265,Dal Makhani,1,289
529,266,Idli Sambar,3,313
530,267,Paneer Butter Masala,3,269
531,267,Pizza,2,151
532,268,Paneer Butter Masala,1,417
533,269,Chicken Biryani,3,494
534,270,Hakka Noodles,1,300
535,270,Tandoori Chicken,1,278
536,270,Burger,1,497
537,271,Tandoori Chicken,1,123
538,272,Butter Naan,1,233
539,272,Paneer Butter Masala,2,280
540,273,Pizza,2,208
541,274,Chicken Biryani,1,325
542,274,Chicken Biryani,2,498
543,274,Hakka Noodles,2,344
544,275,Paneer Butter Masala,3,250
545,275,Hakka Noodles,3,311
546,276,Masala Dosa,2,306
547,276,Tandoori Chicken,3,465
548,277,Tandoori Chicken,3,136
549,278,Hakka Noodles,2,461
550,278,Chicken Biryani,1,272
551,278,Fried Rice,3,428
552,279,Dal Makhani,1,485
553,279,Tandoori Chicken,3,159
554,280,Burger,1,291
555,280,Idli Sambar,3,189
556,280,Dal Makhani,3,151
557,281,Dal Makhani,1,132
558,281,Idli Sambar,2,162
559,282,Fried Rice,1,149
560,282,Butter Naan,1,441
561,282,Pizza,1,448
562,283,Veg Biryani,1,313
563,284,Butter Naan,2,144
564,285,Burger,1,412
565,286,Butter Naan,2,470
566,287,Idli Sambar,2,165
567,287,Butter Naan,2,287
568,288,Pizza,3,471
569,289,Hakka Noodles,1,176
570,290,Veg Biryani,3,331
571,290,Burger,1,439
572,291,Chicken Biryani,1,391
573,292,Pizza,3,404
574,292,Fried Rice,2,398
575,292,Burger,2,458
576,293,Hakka Noodles,3,146
577,293,Tandoori Chicken,1,323
578,293,Tandoori Chicken,3,200
579,294,Veg Biryani,2,323
580,294,Tandoori Chicken,1,390
581,294,Tandoori Chicken,2,265
582,295,Dal Makhani,1,342
583,295,Hakka Noodles,2,371
584,296,Dal Makhani,1,376
585,297,Tandoori Chicken,3,418
586,297,Fried Rice,2,498
587,297,Masala Dosa,2,209
588,298,Fried Rice,1,429
589,299,Pizza,2,127
590,300,Veg Biryani,2,280
591,300,Idli Sambar,1,200
592,301,Masala Dosa,1,270
593,302,Tandoori Chicken,2,424
594,302,Tandoori Chicken,1,263
595,302,Butter Naan,2,296
596,303,Butter Naan,1,201
597,303,Hakka Noodles,2,387
598,303,Masala Dosa,1,432
599,304,Masala Dosa,1,337
600,304,Hakka Noodles,2,309
601,304,Veg Biryani,1,174
602,305,Pizza,1,202
603,305,Idli Sambar,2,246
604,306,Burger,1,486
605,306,Veg Biryani,1,327
606,306,Fried Rice,1,268
607,307,Chicken Biryani,1,346
608,308,Veg Biryani,3,435
609,309,Burger,3,450
610,309,Dal Makhani,2,127
611,309,Chicken Biryani,3,483
612,310,Dal Makhani,1,417
613,310,Idli Sambar,3,293
614,311,Fried Rice,2,212
615,311,Burger,3,347
616,312,Veg Biryani,3,120
617,312,Fried Rice,3,328
618,313,Paneer Butter Masala,2,124
619,314,Tandoori Chicken,3,247
620,315,Tandoori Chicken,1,374
621,315,Chicken Biryani,2,329
622,316,Paneer Butter Masala,2,486
623,316,Idli Sambar,2,194
624,317,Tandoori Chicken,2,230
625,317,Idli Sambar,3,470
626,318,Veg Biryani,3,325
627,318,Pizza,1,257
628,319,Chicken Biryani,1,163
629,319,Fried Rice,3,218
630,319,Burger,2,246
631,320,Tandoori Chicken,3,269
632,320,Paneer Butter Masala,3,451
633,321,Pizza,1,214
634,321,Chicken Biryani,3,231
635,322,Paneer Butter Masala,2,315
636,323,Burger,1,431
637,323,Dal Makhani,3,188
638,323,Fried Rice,2,161
639,324,Masala Dosa,3,253
640,324,Hakka Noodles,3,372
641,325,Butter Naan,1,438
642,325,Dal Makhani,3,296
643,325,Butter Naan,3,276
644,326,Chicken Biryani,2,313
645,326,Chicken Biryani,1,440
646,327,Idli Sambar,1,139
647,327,Butter Naan,2,298
648,327,Dal Makhani,1,494
649,328,Fried Rice,2,175
650,328,Masala Dosa,1,325
651,329,Butter Naan,1,198
652,329,Hakka Noodles,2,432
653,330,Veg Biryani,1,226
654,331,Paneer Butter Masala,3,124
655,332,Pizza,1,140
656,332,Butter Naan,1,233
657,332,Idli Sambar,3,452
658,333,Tandoori Chicken,3,176
659,333,Hakka Noodles,1,336
660,334,Paneer Butter Masala,1,231
661,335,Idli Sambar,1,351
662,335,Butter Naan,1,325
663,335,Dal Makhani,3,404
664,336,Masala Dosa,3,451
665,337,Tandoori Chicken,2,125
666,337,Pizza,3,352
667,337,Masala Dosa,1,451
668,338,Hakka Noodles,2,154
669,339,Fried Rice,1,305
670,339,Pizza,2,276
671,340,Fried Rice,3,480
672,341,Butter Naan,2,160
673,342,Burger,2,149
674,343,Burger,2,154
675,344,Butter Naan,1,361
676,345,Tandoori Chicken,1,212
677,345,Chicken Biryani,1,448
678,346,Chicken Biryani,1,332
679,346,Paneer Butter Masala,2,350
680,346,Pizza,3,155
681,347,Fried Rice,2,315
682,348,Dal Makhani,2,479
683,348,Tandoori Chicken,2,214
684,348,Burger,2,348
685,349,Veg Biryani,3,276
686,350,Dal Makhani,2,264
687,350,Burger,3,427
688,350,Masala Dosa,2,204
689,351,Fried Rice,2,354
690,352,Burger,2,190
691,353,Fried Rice,3,228
692,354,Paneer Butter Masala,1,440
693,355,Butter Naan,2,225
694,355,Chicken Biryani,2,348
695,355,Fried Rice,3,325
696,356,Dal Makhani,1,487
697,356,Fried Rice,1,436
698,356,Paneer Butter Masala,1,465
699,357,Tandoori Chicken,3,298
700,357,Paneer Butter Masala,1,394
701,357,Hakka Noodles,1,346
702,358,Chicken Biryani,1,164
703,358,Paneer Butter Masala,1,442
704,359,Butter Naan,1,402
705,359,Burger,1,316
706,359,Dal Makhani,2,266
707,360,Tandoori Chicken,2,329
708,360,Pizza,1,123
709,361,Dal Makhani,1,396
710,362,Chicken Biryani,1,223
711,362,Fried Rice,3,441
712,363,Hakka Noodles,2,199
713,363,Tandoori Chicken,3,130
714,363,Butter Naan,2,456
715,364,Fried Rice,2,410
716,364,Idli Sambar,3,284
717,365,Paneer Butter Masala,3,439
718,365,Veg Biryani,1,198
719,366,Paneer Butter Masala,1,335
720,367,Idli Sambar,2,292
721,367,Fried Rice,3,289
722,368,Chicken Biryani,3,291
723,368,Veg Biryani,2,338
724,368,Masala Dosa,3,218
725,369,Tandoori Chicken,2,206
726,369,Burger,3,409
727,369,Hakka Noodles,3,163
728,370,Butter Naan,1,142
729,370,Veg Biryani,3,326
730,371,Paneer Butter Masala,1,472
731,371,Tandoori Chicken,3,467
732,372,Dal Makhani,3,386
733,372,Chicken Biryani,2,205
734,373,Idli Sambar,3,155
735,373,Masala Dosa,3,302
736,373,Veg Biryani,1,461
737,374,Veg Biryani,3,236
738,374,Idli Sambar,1,313
739,374,Burger,1,250
740,375,Butter Naan,2,465
741,375,Paneer Butter Masala,3,319
742,376,Tandoori Chicken,3,453
743,376,Burger,3,311
744,376,Veg Biryani,1,325
745,377,Idli Sambar,1,491
746,377,Dal Makhani,3,265
747,377,Paneer Butter Masala,3,412
748,378,Pizza,3,235
749,378,Pizza,3,369
750,379,Pizza,2,401
751,380,Chicken Biryani,1,277
752,381,Butter Naan,3,364
753,381,Chicken Biryani,1,446
754,382,Butter Naan,1,442
755,382,Burger,1,309
756,383,Veg Biryani,3,362
757,383,Fried Rice,2,167
758,384,Tandoori Chicken,1,151
759,384,Masala Dosa,3,127
760,385,Pizza,1,291
761,385,Fried Rice,1,213
762,385,Butter Naan,2,368
763,386,Chicken Biryani,3,432
764,386,Burger,1,156
765,386,Idli Sambar,1,318
766,387,Veg Biryani,1,228
767,387,Burger,1,120
768,387,Burger,3,468
769,388,Chicken Biryani,2,312
770,388,Tandoori Chicken,1,462
771,389,Burger,1,420
772,389,Dal Makhani,1,337
773,390,Chicken Biryani,2,155
774,390,Chicken Biryani,2,366
775,390,Fried Rice,3,313
776,391,Butter Naan,3,136
777,391,Pizza,1,373
778,392,Fried Rice,2,420
779,392,Tandoori Chicken,2,245
780,392,Tandoori Chicken,1,383
781,393,Fried Rice,1,365
782,393,Hakka Noodles,3,195
783,393,Idli Sambar,2,411
784,394,Masala Dosa,2,252
785,394,Burger,2,225
786,394,Dal Makhani,2,438
787,395,Chicken Biryani,1,400
788,396,Veg Biryani,3,493
789,397,Veg Biryani,3,291
790,397,Burger,3,154
791,398,Masala Dosa,1,286
792,399,Butter Naan,3,449
793,399,Burger,1,147
794,400,Burger,1,121
795,401,Idli Sambar,2,444
796,402,Paneer Butter Masala,2,496
797,402,Veg Biryani,2,294
798,402,Veg Biryani,2,230
799,403,Tandoori Chicken,3,302
800,403,Burger,3,328
801,404,Paneer Butter Masala,1,372
802,405,Fried Rice,3,287
803,405,Masala Dosa,1,479
804,405,Dal Makhani,3,365
805,406,Idli Sambar,3,177
806,406,Idli Sambar,2,351
807,407,Chicken Biryani,1,357
808,407,Idli Sambar,1,136
809,407,Butter Naan,1,365
810,408,Veg Biryani,1,172
811,408,Pizza,1,430
812,408,Butter Naan,3,344
813,409,Hakka Noodles,3,272
814,410,Butter Naan,3,268
815,411,Masala Dosa,1,121
816,411,Dal Makhani,1,207
817,412,Pizza,3,320
818,412,Fried Rice,1,414
819,413,Masala Dosa,2,381
820,413,Pizza,2,161
821,414,Masala Dosa,3,418
822,415,Fried Rice,3,211
823,415,Butter Naan,3,299
824,416,Burger,2,306
825,417,Dal Makhani,3,362
826,418,Tandoori Chicken,3,434
827,418,Fried Rice,1,458
828,418,Fried Rice,3,427
829,419,Butter Naan,3,493
830,420,Burger,1,270
831,420,Veg Biryani,1,494
832,421,Hakka Noodles,3,213
833,421,Butter Naan,3,371
834,422,Chicken Biryani,1,183
835,423,Chicken Biryani,2,344
836,423,Tandoori Chicken,1,410
837,423,Veg Biryani,3,416
838,424,Masala Dosa,3,481
839,425,Fried Rice,2,355
840,425,Hakka Noodles,1,471
841,425,Dal Makhani,3,143
842,426,Fried Rice,2,431
843,426,Masala Dosa,3,213
844,426,Dal Makhani,3,269
845,427,Chicken Biryani,3,280
846,427,Chicken Biryani,1,461
847,428,Tandoori Chicken,3,298
848,428,Veg Biryani,3,292
849,429,Dal Makhani,3,157
850,429,Paneer Butter Masala,1,250
851,430,Masala Dosa,1,217
852,430,Burger,3,213
853,431,Fried Rice,2,422
854,431,Chicken Biryani,1,361
855,432,Masala Dosa,3,469
856,432,Pizza,2,164
857,433,Pizza,1,484
858,434,Pizza,1,426
859,435,Tandoori Chicken,1,237
860,435,Paneer Butter Masala,1,190
861,435,Pizza,3,320
862,436,Masala Dosa,1,357
863,436,Butter Naan,1,475
864,437,Paneer Butter Masala,1,174
865,438,Tandoori Chicken,2,136
866,438,Fried Rice,1,279
867,438,Burger,1,136
868,439,Burger,3,165
869,439,Butter Naan,3,229
870,440,Paneer Butter Masala,1,162
871,441,Fried Rice,3,323
872,441,Paneer Butter Masala,3,212
873,441,Burger,2,247
874,442,Tandoori Chicken,3,243
875,442,Veg Biryani,3,381
876,442,Butter Naan,2,317
877,443,Burger,3,210
878,443,Fried Rice,1,348
879,444,Butter Naan,2,227
880,444,Butter Naan,1,252
