order_id,user_id,restaurant_id,order_date,amount,status
85,11891,688,2025-11-05,1844,Delivered
86,47025,40,2025-03-13,1981,Delivered
87,33532,1673,2025-09-04,1469,Delivered
88,14499,1671,2025-04-27,1980,Delivered
89,7517,1486,2025-07-29,227,Delivered
90,44643,998,2026-02-16,1950,Delivered
91,9306,699,2026-01-07,733,Delivered
92,10232,872,2025-08-09,1675,Delivered
93,44036,184,2026-01-29,1746,Delivered
94,35847,1374,2025-03-09,1514,Delivered
95,41997,225,2025-08-29,1552,Delivered
96,6155,1464,2025-12-10,505,Delivered
97,23812,1516,2025-03-23,592,Cancelled
98,11266,124,2025-09-07,779,Delivered
99,22236,1737,2025-12-02,1758,Cancelled
100,42907,1042,2025-06-08,594,Delivered
101,32674,755,2025-11-13,1301,Delivered
102,17772,1704,2025-10-05,1210,Delivered
103,35222,80,2025-07-30,1911,Delivered
104,42959,566,2025-10-11,731,Cancelled
105,19473,235,2025-04-16,1209,Delivered
106,7909,1141,2025-09-16,473,Cancelled
107,18817,342,2025-03-28,477,Delivered
108,29365,1916,2025-07-25,310,Delivered
109,9151,802,2025-03-11,1193,Delivered
110,24792,934,2025-09-28,424,Delivered
111,30315,329,2025-04-24,1338,Delivered
112,34365,933,2026-01-08,1780,Delivered
113,46987,115,2025-10-11,1126,Delivered
114,17853,528,2026-01-19,754,Delivered
115,2780,400,2025-07-31,965,Delivered
116,22931,1981,2025-12-28,581,Cancelled
117,44579,1665,2025-04-24,1700,Delivered
118,14920,1486,2025-08-27,1239,Delivered
119,5415,939,2026-02-16,1677,Delivered
120,22226,107,2025-04-10,1575,Delivered
121,2470,116,2025-09-02,617,Delivered
122,6125,592,2025-09-24,917,Cancelled
123,34249,311,2025-03-23,1224,Delivered
124,48674,38,2025-05-01,1056,Delivered
125,25358,185,2025-09-06,610,Delivered
126,31734,473,2025-03-22,1677,Delivered
127,33782,1482,2025-04-01,701,Delivered
128,44617,1231,2025-10-16,1432,Delivered
129,17428,349,2025-10-06,470,Delivered
130,31756,1576,2026-02-28,1677,Delivered
131,27353,680,2026-02-14,1859,Delivered
132,45703,1892,2025-10-04,1410,Delivered
133,32595,1365,2025-08-19,720,Delivered
134,43855,1230,2025-11-08,1523,Delivered
135,3811,1984,2025-03-16,549,Delivered
136,30743,1501,2025-12-01,1841,Delivered
137,24409,1615,2025-07-26,1987,Delivered
138,21203,1032,2026-01-01,663,Delivered
139,28330,802,2025-05-20,509,Cancelled
140,44015,1238,2025-07-13,1518,Delivered
141,38057,1037,2025-07-31,264,Delivered
142,3993,652,2026-02-20,280,Delivered
143,46783,1194,2026-02-24,959,Delivered
144,18558,1920,2025-09-20,1818,Delivered
145,7761,261,2025-11-12,1751,Delivered
146,7176,660,2025-11-08,1564,Delivered
147,42151,1410,2025-10-24,1861,Delivered
148,24227,1829,2025-08-20,323,Delivered
149,42545,887,2025-07-30,429,Delivered
150,18898,1959,2025-03-03,1661,Delivered
151,23319,1314,2025-04-06,312,Delivered
152,7412,987,2025-06-29,1865,Delivered
153,29921,1591,2025-09-10,852,Delivered
154,14402,643,2026-02-16,486,Cancelled
155,17456,156,2026-03-01,899,Delivered
156,6170,1401,2025-05-14,1212,Delivered
157,15668,1692,2025-07-22,332,Delivered
158,13301,935,2026-01-03,1260,Delivered
159,27376,1679,2025-07-30,1350,Delivered
160,39056,64,2025-11-07,433,Cancelled
161,24267,803,2025-06-13,1456,Delivered
162,29464,1307,2025-11-10,309,Delivered
163,42654,1239,2025-08-30,285,Cancelled
164,23458,1976,2026-01-02,1251,Delivered
165,22980,1540,2025-03-05,558,Delivered
166,10434,862,2025-12-14,853,Delivered
167,45937,202,2026-01-18,1850,Delivered
168,34906,1957,2025-09-16,1671,Delivered
169,13048,1849,2025-03-13,351,Delivered
170,42745,118,2025-03-09,1468,Delivered
171,16448,477,2025-09-29,1772,Delivered
172,45278,1461,2025-07-30,1693,Cancelled
173,19969,244,2025-08-22,1305,Delivered
174,15309,1327,2025-04-12,1870,Cancelled
175,1236,1741,2025-08-04,420,Cancelled
176,39931,1922,2025-10-15,1716,Cancelled
177,28990,1592,2026-01-15,442,Delivered
178,29617,616,2025-12-30,235,Delivered
179,43011,134,2025-07-08,1851,Delivered
180,44889,775,2025-11-08,1862,Delivered
181,26710,1485,2025-07-11,257,Delivered
182,49858,570,2025-04-03,280,Cancelled
183,30742,551,2026-01-17,1220,Delivered
184,41379,456,2025-04-22,583,Delivered
185,24972,136,2025-10-17,537,Delivered
186,11029,1276,2025-03-17,820,Delivered
187,14991,992,2025-09-10,539,Delivered
188,33578,1124,2026-01-06,1203,Cancelled
189,31487,294,2026-02-28,1184,Delivered
190,2729,1520,2025-09-26,1531,Cancelled
191,27298,1561,2025-03-23,1249,Cancelled
192,17957,1822,2025-05-05,1158,Delivered
193,33738,994,2025-07-23,1041,Cancelled
194,39534,1718,2026-02-21,690,Delivered
195,44345,1817,2025-06-14,1214,Delivered
196,8418,802,2025-07-03,730,Delivered
197,42837,1299,2025-05-03,1095,Delivered
198,28898,451,2026-01-05,634,Delivered
199,18512,1160,2025-08-16,1205,Cancelled
200,24764,1321,2025-04-22,1374,Delivered
201,21441,391,2025-08-03,541,Delivered
202,20138,678,2025-09-21,1068,Delivered
203,1818,902,2026-01-22,206,Delivered
204,16629,1341,2025-07-30,1175,Cancelled
205,7677,122,2025-12-01,633,Delivered
206,26959,1169,2025-09-06,463,Cancelled
207,17215,1062,2025-07-04,1989,Delivered
208,14571,1074,2025-10-28,1173,Cancelled
209,20125,1937,2026-01-09,605,Cancelled
210,2940,258,2025-07-10,592,Delivered
211,8683,845,2025-12-11,1623,Delivered
212,31656,1757,2025-08-04,1220,Cancelled
213,23616,530,2025-09-19,791,Delivered
214,2004,542,2025-05-26,340,Delivered
215,22741,1788,2025-06-21,1896,Delivered
216,5950,1589,2025-10-29,1747,Delivered
217,49261,1131,2025-11-22,445,Cancelled
218,9546,1702,2025-07-23,1767,Cancelled
219,43820,1915,2025-12-11,746,Cancelled
220,25781,1349,2026-02-25,1568,Delivered
221,1226,833,2026-01-06,1532,Delivered
222,13998,456,2025-07-01,888,Delivered
223,32074,1633,2025-11-15,1291,Cancelled
224,22743,1435,2025-09-13,1120,Delivered
225,15276,284,2025-09-22,1714,Delivered
226,23493,1457,2025-04-28,1239,Cancelled
227,35150,948,2025-09-06,1997,Delivered
228,32203,289,2025-12-17,1442,Delivered
229,29535,698,2025-09-30,798,Delivered
230,29014,358,2025-10-10,1219,Cancelled
231,3329,1531,2025-04-21,507,Delivered
232,21040,1342,2025-08-23,1788,Delivered
233,40608,1107,2025-08-27,234,Delivered
234,37687,483,2025-12-10,572,Cancelled
235,9875,738,2025-10-28,328,Delivered
236,23443,1457,2025-07-19,1098,Cancelled
237,16244,916,2025-06-29,1406,Delivered
238,36573,1389,2026-01-24,205,Delivered
239,49725,657,2026-02-04,944,Cancelled
240,23029,1218,2025-06-28,1187,Delivered
241,40819,122,2025-10-18,1261,Delivered
242,1008,437,2025-10-23,244,Delivered
243,26992,1648,2025-06-27,1598,Cancelled
244,42783,1539,2025-09-04,1340,Delivered
245,49030,1579,2025-04-10,273,Delivered
246,23780,1364,2025-11-10,670,Delivered
247,33419,330,2025-08-27,1501,Delivered
248,9500,1934,2025-09-23,969,Cancelled
249,34410,691,2025-04-07,671,Delivered
250,33764,1214,2025-12-04,1837,Cancelled
251,40614,220,2025-06-13,551,Delivered
252,45410,303,2025-07-20,682,Delivered
253,13349,700,2026-01-28,470,Delivered
254,32037,877,2025-04-26,1801,Cancelled
255,24169,690,2026-02-27,491,Delivered
256,17543,306,2026-02-22,1854,Cancelled
257,5508,1223,2025-10-02,695,Cancelled
258,19258,1712,2025-12-16,275,Cancelled
259,18107,202,2025-06-20,584,Delivered
260,40481,647,2026-02-22,721,Delivered
261,29257,1115,2025-09-27,532,Cancelled
262,37479,1546,2025-04-04,1936,Delivered
263,46552,862,2026-01-09,1908,Delivered
264,38200,935,2025-07-31,472,Cancelled
265,43674,1880,2025-03-25,605,Delivered
266,9392,744,2026-01-15,258,Cancelled
267,31145,769,2025-11-04,640,Cancelled
268,28509,1970,2025-08-28,1945,Delivered
269,14729,1074,2025-09-08,1757,Cancelled
270,5177,977,2025-05-12,1046,Delivered
271,46557,873,2025-10-25,1246,Delivered
272,26636,1216,2025-09-12,1017,Delivered
273,23983,1138,2025-12-04,1122,Delivered
274,26272,1568,2025-08-21,1296,Delivered
275,12111,1236,2025-10-05,859,Delivered
276,17719,307,2025-05-08,729,Delivered
277,28998,1522,2025-07-31,685,Delivered
278,34177,399,2025-03-01,251,Delivered
279,32160,735,2025-04-16,1213,Delivered
280,7072,1525,2025-05-21,404,Delivered
281,45604,687,2025-03-11,1398,Delivered
282,13896,924,2025-03-26,935,Delivered
283,46694,1588,2026-01-18,1655,Delivered
284,12125,532,2025-06-10,612,Delivered
285,46078,1872,2025-12-03,1563,Delivered
286,21849,1904,2025-04-22,674,Delivered
287,18325,1354,2025-05-18,1199,Delivered
288,9747,1854,2025-05-31,1964,Delivered
289,6054,641,2025-12-21,916,Delivered
290,35154,879,2025-08-13,850,Delivered
291,17490,685,2025-07-06,652,Delivered
292,17418,1808,2025-12-22,374,Delivered
293,11283,253,2025-08-21,563,Delivered
294,32014,1671,2025-11-27,1318,Delivered
295,39452,945,2025-05-29,990,Delivered
296,20009,872,2025-04-16,1534,Delivered
297,35613,785,2025-05-28,1881,Delivered
298,1709,979,2025-06-15,1511,Delivered
299,19157,1293,2025-09-01,1088,Delivered
300,19920,487,2025-08-30,340,Cancelled
301,39285,1379,2025-07-02,316,Delivered
302,23652,1943,2025-12-10,657,Delivered
303,22307,139,2025-11-28,1246,Delivered
304,27740,725,2026-01-07,964,Delivered
305,1918,538,2025-11-25,690,Cancelled
306,31262,1056,2025-06-20,1422,Delivered
307,958,429,2026-01-10,1909,Cancelled
308,10150,744,2025-10-19,736,Delivered
309,46585,1704,2025-05-07,853,Delivered
310,6307,45,2025-09-28,762,Delivered
311,43404,419,2025-09-01,390,Delivered
312,14708,197,2025-11-30,1694,Delivered
313,43841,488,2025-07-20,439,Delivered
314,21200,593,2025-10-09,376,Delivered
315,45709,270,2025-12-20,714,Delivered
316,21837,1951,2025-08-19,1405,Delivered
317,5815,992,2025-04-27,1804,Cancelled
318,31131,1501,2026-02-21,606,Cancelled
319,12790,1730,2026-02-22,1112,Delivered
320,24953,344,2025-10-19,823,Cancelled
321,44598,548,2025-07-24,1779,Delivered
322,33439,838,2026-02-01,540,Delivered
323,2095,838,2025-12-11,390,Delivered
324,33599,710,2025-11-08,1384,Delivered
325,49136,1929,2025-05-26,547,Delivered
326,31798,1843,2025-04-09,1198,Delivered
327,13291,648,2025-09-19,1799,Delivered
328,23372,1496,2025-03-08,1280,Delivered
329,38910,608,2025-06-17,211,Delivered
330,2675,271,2025-09-30,935,Delivered
331,20338,1881,2025-09-14,920,Delivered
332,23801,266,2026-01-11,313,Cancelled
333,33922,452,2025-08-18,1137,Delivered
334,41371,1759,2025-11-14,1480,Cancelled
335,16741,1738,2025-11-27,1590,Cancelled
336,9666,1023,2025-08-17,1177,Delivered
337,36467,1130,2025-10-08,1133,Delivered
338,40469,1366,2025-10-17,303,Cancelled
339,14716,1358,2025-04-03,749,Delivered
340,47365,1732,2025-09-02,425,Cancelled
341,7723,136,2025-10-17,656,Delivered
342,30805,1864,2025-07-27,844,Delivered
343,24339,477,2026-01-05,277,Delivered
344,47360,1852,2025-12-24,1070,Delivered
345,21363,677,2026-01-22,1624,Delivered
346,2145,455,2025-04-09,1864,Cancelled
347,4565,746,2025-09-23,1822,Cancelled
348,45022,1191,2026-02-13,1820,Delivered
349,15869,301,2025-05-13,1625,Cancelled
350,9208,1982,2025-09-03,1834,Delivered
351,26247,1620,2026-01-13,1639,Delivered
352,20140,1376,2025-09-11,476,Cancelled
353,46677,1825,2025-06-17,809,Delivered
354,37099,1406,2025-08-09,1839,Cancelled
355,10107,95,2025-07-15,1931,Delivered
356,20298,1950,2025-12-08,1087,Cancelled
357,34364,1571,2025-07-01,1157,Delivered
358,24811,902,2026-01-11,1634,Delivered
359,41838,1426,2025-05-26,977,Delivered
360,26352,1287,2025-11-18,1079,Cancelled
361,27408,1823,2025-09-09,209,Delivered
362,22087,1038,2026-01-09,681,Delivered
363,29163,331,2025-09-02,1177,Delivered
364,18391,1285,2025-07-27,823,Delivered
365,10167,1016,2025-10-19,1658,Delivered
366,28225,1606,2025-05-24,651,Delivered
367,41672,1171,2025-08-18,1028,Delivered
368,44901,1644,2025-11-03,1373,Delivered
369,31706,667,2025-03-18,1172,Delivered
370,25910,1410,2025-05-21,1135,Delivered
371,7450,1898,2026-01-27,816,Cancelled
372,30256,136,2025-03-12,1260,Delivered
373,47457,773,2025-05-27,1324,Delivered
374,17457,1977,2025-12-24,260,Delivered
375,28539,920,2025-06-07,343,Cancelled
376,27121,1988,2025-05-22,1614,Cancelled
377,24473,465,2025-05-15,948,Delivered
378,3568,1774,2026-01-12,608,Delivered
379,2810,1782,2025-11-18,1232,Delivered
380,22344,36,2025-03-02,1064,Delivered
381,46178,488,2025-04-05,836,Delivered
382,4154,156,2025-07-27,888,Delivered
383,2720,1495,2026-01-15,1431,Delivered
384,9161,539,2025-10-01,1979,Cancelled
385,3018,20,2026-02-01,1563,Delivered
386,10401,1065,2025-06-23,628,Delivered
387,29133,569,2025-06-15,572,Delivered
388,1965,1343,2025-06-16,300,Delivered
389,24898,738,2025-05-26,1359,Delivered
390,8862,954,2025-03-24,616,Delivered
391,39271,928,2025-10-24,621,Delivered
392,14575,1555,2025-10-04,250,Delivered
393,37064,943,2025-12-28,1600,Cancelled
394,40876,779,2025-11-24,998,Delivered
395,42132,1852,2025-12-08,809,Delivered
396,36694,525,2025-04-11,1536,Delivered
397,31747,1004,2025-08-22,1215,Delivered
398,10702,1709,2025-07-12,1102,Delivered
399,24082,159,2025-06-17,803,Delivered
400,23941,919,2025-08-11,1665,Delivered
401,45368,802,2025-11-27,948,Delivered
402,19352,1321,2025-03-10,298,Delivered
403,14639,1634,2025-07-08,200,Delivered
404,38123,1177,2025-03-11,1797,Delivered
405,17092,539,2025-08-19,298,Cancelled
406,30089,1909,2026-01-15,907,Delivered
407,48270,1543,2025-03-12,319,Delivered
408,39616,928,2025-07-06,494,Delivered
409,34516,1895,2025-12-24,1558,Delivered
410,45225,958,2025-09-18,662,Delivered
411,16410,630,2025-11-03,744,Delivered
412,5714,1962,2025-05-27,1482,Delivered
413,32543,821,2025-04-01,1503,Delivered
414,1773,637,2025-03-08,1450,Delivered
415,29257,1239,2025-03-15,1438,Cancelled
416,12602,1739,2026-03-01,278,Delivered
417,35197,295,2025-06-13,752,Delivered
418,32833,1622,2025-06-04,1334,Cancelled
419,35630,1116,2025-12-17,1083,Cancelled
420,30892,1586,2026-02-19,1612,Delivered
421,20171,362,2025-04-10,705,Delivered
422,5556,1423,2026-01-03,1337,Delivered
423,2041,876,2025-09-24,529,Delivered
424,42196,1115,2025-09-16,1446,Cancelled
425,1414,328,2026-02-17,481,Delivered
426,15072,194,2025-09-02,1521,Delivered
427,44507,1949,2025-10-09,577,Cancelled
428,37772,159,2025-03-16,496,Delivered
429,49010,368,2025-12-26,1550,Delivered
430,13175,214,2026-02-05,895,Cancelled
431,24112,1155,2025-05-01,655,Cancelled
432,696,1671,2025-11-29,289,Delivered
433,37482,552,2025-09-13,548,Cancelled
434,2291,1603,2025-04-29,1432,Delivered
435,5056,1470,2025-11-30,606,Cancelled
436,39842,202,2025-04-30,961,Delivered
437,5324,1601,2025-05-30,1278,Delivered
438,49049,44,2025-03-12,630,Delivered
439,43768,354,2025-10-02,995,Delivered
440,46849,245,2025-06-25,560,Delivered
441,20452,940,2025-11-08,666,Delivered
442,20338,1974,2025-05-03,1366,Delivered
443,26208,1699,2025-05-08,1377,Cancelled
444,26604,780,2025-11-19,251,Cancelled
445,47104,1031,2025-08-14,754,Delivered
446,43628,82,2025-06-07,451,Delivered
447,28571,412,2025-10-20,1645,Delivered
448,17312,390,2026-01-09,1391,Delivered
449,32144,1606,2025-10-18,1854,Delivered
450,7042,1435,2025-06-13,811,Delivered
451,48098,1109,2025-04-15,1325,Delivered
452,15402,1993,2025-06-06,1535,Delivered
453,15708,1985,2025-11-17,1194,Cancelled
454,1420,481,2025-11-03,1682,Cancelled
455,40854,864,2025-12-01,398,Cancelled
456,17171,511,2025-09-21,1563,Delivered
457,48266,1983,2025-10-11,1508,Delivered
458,16190,1837,2025-05-02,976,Delivered
459,7013,322,2025-03-15,1123,Delivered
460,19198,1093,2025-08-06,1600,Delivered
461,21314,1220,2025-08-22,780,Cancelled
462,43636,1775,2025-07-24,771,Delivered
463,44294,1206,2025-08-20,664,Delivered
464,4669,1862,2025-04-12,701,Delivered
465,43519,1719,2025-03-01,1271,Delivered
466,3681,1904,2025-10-12,217,Delivered
467,128,1886,2025-05-03,426,Delivered
468,10998,1294,2025-03-07,1549,Delivered
469,6081,1819,2025-10-30,998,Delivered
470,7893,269,2026-01-12,1396,Cancelled
471,30791,1474,2025-11-19,706,Cancelled
472,4993,1754,2025-04-11,1407,Delivered
473,23798,1184,2025-05-22,309,Delivered
474,42686,1595,2025-06-10,913,Delivered
475,8516,1268,2026-01-07,863,Cancelled
476,304,1649,2025-06-01,1411,Delivered
477,16533,361,2025-12-31,536,Delivered
478,48970,935,2025-04-30,1544,Cancelled
479,33743,1435,2025-09-05,1166,Cancelled
480,36770,77,2025-05-16,1707,Delivered
481,25137,1972,2026-01-16,436,Cancelled
482,2399,1468,2025-05-18,953,Delivered
483,23216,1787,2025-03-26,1750,Delivered
484,31975,1042,2025-10-06,1216,Delivered
485,26670,1544,2025-07-20,1467,Delivered
486,13879,469,2025-08-11,453,Delivered
487,31557,1482,2025-09-14,981,Delivered
488,29569,1893,2025-07-03,1933,Delivered
489,48884,230,2025-05-24,880,Delivered
490,43513,1508,2025-12-04,427,Delivered
491,25819,514,2026-02-12,728,Cancelled
492,3712,1052,2026-01-19,1995,Delivered
493,20790,1273,2025-04-27,1097,Delivered
494,15460,534,2025-11-15,583,Delivered
495,39202,1990,2025-09-06,769,Delivered
496,45688,438,2026-01-21,388,Delivered
497,17032,1955,2025-11-16,992,Delivered
498,5224,847,2026-01-15,506,Delivered
499,6628,1581,2025-05-22,1623,Delivered
500,29038,1591,2025-06-13,1560,Delivered
501,35668,267,2025-03-10,355,Cancelled
502,33805,352,2025-10-18,877,Delivered
503,30417,97,2025-05-20,1925,Delivered
504,28961,1656,2025-07-28,1137,Delivered
505,31321,1582,2026-01-17,1707,Delivered
506,1235,102,2025-12-05,1189,Delivered
507,21370,650,2025-07-26,260,Delivered
508,34551,1845,2026-01-17,340,Cancelled
509,5721,760,2026-01-29,1032,Delivered
510,6410,714,2025-06-11,339,Delivered
511,39335,906,2025-04-15,545,Delivered
512,37010,1658,2025-07-05,589,Cancelled
513,1523,1072,2025-06-20,941,Delivered
514,23343,1308,2026-01-07,522,Delivered
515,21917,1680,2025-08-17,412,Delivered
516,10835,1532,2025-07-21,469,Delivered
517,38279,313,2025-03-15,1266,Delivered
518,41880,1335,2025-05-07,271,Delivered
519,18455,329,2025-06-09,1255,Delivered
520,47580,1065,2025-12-11,1582,Cancelled
521,7820,885,2025-07-03,971,Delivered
522,487,1192,2026-01-21,1607,Delivered
523,31486,963,2025-04-26,214,Delivered
524,1136,225,2025-10-08,1911,Cancelled
525,30994,1863,2025-04-23,1100,Delivered
526,11620,1812,2025-10-12,1679,Cancelled
527,24161,1876,2025-06-11,1853,Delivered
528,12065,414,2025-06-10,1507,Delivered
529,19994,1744,2025-11-01,1545,Cancelled
530,1489,1674,2025-09-11,1675,Cancelled
531,19552,243,2025-10-03,1116,Delivered
532,35345,463,2025-11-29,1238,Delivered
533,15635,380,2025-05-11,233,Delivered
534,17709,1587,2025-08-24,589,Delivered
535,43706,7,2025-09-11,340,Delivered
536,33374,1320,2025-12-02,1310,Delivered
537,4240,886,2025-10-07,395,Delivered
538,32926,292,2025-07-29,1965,Cancelled
539,36708,615,2025-03-03,1904,Cancelled
540,2107,78,2025-04-02,912,Cancelled
541,26216,707,2025-10-05,951,Cancelled
542,17297,561,2025-05-19,1816,Delivered
543,47534,43,2025-06-20,253,Cancelled
544,4775,461,2025-11-17,1358,Delivered
545,11793,700,2025-05-21,1943,Delivered
546,25915,652,2025-05-21,1953,Delivered
547,38360,1671,2025-06-08,1993,Delivered
548,19488,1127,2025-06-12,1622,Delivered
549,19262,773,2025-06-09,1474,Delivered
550,41066,1028,2025-06-29,1622,Delivered
551,47607,1533,2026-01-02,726,Delivered
552,12499,1327,2025-03-05,905,Cancelled
553,8066,1227,2026-02-03,220,Delivered
554,31694,331,2026-01-02,623,Delivered
555,42484,757,2025-12-11,1688,Cancelled
556,14242,1200,2025-06-24,1295,Delivered
557,37672,1428,2025-06-23,1699,Delivered
558,47174,390,2025-06-12,1342,Delivered
559,48974,334,2025-04-23,1479,Delivered
560,24670,1640,2025-11-06,1507,Cancelled
561,16810,129,2026-02-17,1127,Delivered
562,17516,1472,2025-04-11,873,Delivered
563,15403,1760,2025-04-25,1903,Delivered
564,35239,1488,2025-11-05,1214,Delivered
565,5913,450,2025-05-29,1357,Cancelled
566,15564,1617,2025-08-15,1970,Delivered
567,3473,733,2025-12-11,1756,Delivered
568,23030,375,2025-09-05,1003,Delivered
569,44717,468,2026-01-25,1758,Delivered
570,5620,869,2025-08-05,1114,Delivered
571,38416,1892,2025-07-25,1085,Delivered
572,13502,1996,2025-09-29,565,Delivered
573,6052,1687,2025-03-24,1965,Delivered
574,29790,967,2025-05-10,843,Delivered
575,32051,398,2025-03-02,1109,Cancelled
576,22250,482,2025-04-26,1989,Delivered
577,40518,517,2025-09-10,1684,Delivered
578,28761,1217,2025-09-17,1545,Cancelled
579,43766,429,2025-12-02,1326,Delivered
580,34540,1938,2025-08-10,370,Delivered
581,1570,1366,2025-07-07,983,Delivered
582,41808,1676,2025-12-08,1135,Delivered
583,32255,1384,2026-01-24,704,Delivered
584,33081,1409,2026-02-16,1666,Delivered
585,40397,260,2025-06-17,1488,Delivered
586,47272,265,2026-01-28,299,Delivered
587,40407,1223,2025-12-25,248,Delivered
588,24810,366,2025-04-26,1822,Delivered
589,38370,395,2025-03-22,1859,Delivered
590,25444,548,2025-04-23,1892,Delivered
591,22355,315,2025-04-07,1107,Delivered
592,18074,1454,2025-07-17,1710,Delivered
593,30455,344,2025-08-30,1657,Delivered
594,14444,488,2026-02-12,1130,Cancelled
595,26693,1712,2025-09-18,403,Cancelled
596,12808,1268,2025-08-21,1353,Delivered
597,40571,472,2025-05-05,908,Delivered
598,36176,1078,2025-06-25,1568,Cancelled
599,9265,1797,2025-07-29,373,Delivered
600,2081,645,2025-05-03,614,Delivered
601,238,1073,2025-10-09,616,Delivered
602,10417,30,2025-09-18,1090,Delivered
603,40324,1610,2025-11-28,748,Delivered
604,17934,727,2025-05-05,1276,Delivered
605,20317,625,2025-12-16,241,Delivered
606,347,722,2025-08-10,1856,Delivered
607,48160,1417,2025-03-04,435,Delivered
608,13434,110,2025-11-23,996,Cancelled
609,20806,1926,2025-08-02,370,Delivered
610,28453,1699,2025-05-30,1526,Cancelled
611,22854,1742,2025-04-15,315,Delivered
612,1731,908,2026-01-01,670,Cancelled
613,42761,1985,2025-08-05,1260,Cancelled
614,30222,1322,2025-10-25,597,Delivered
615,26425,554,2025-11-28,756,Delivered
616,12116,1031,2025-04-08,1594,Delivered
617,28309,882,2025-11-10,435,Delivered
618,8295,294,2025-08-02,1667,Cancelled
619,38573,36,2026-02-17,1013,Delivered
620,4119,658,2025-12-23,343,Cancelled
621,9170,1885,2025-03-18,251,Delivered
622,44956,614,2025-07-01,1875,Delivered
623,155,1506,2025-09-27,1713,Delivered
624,2513,1746,2025-11-19,1982,Delivered
625,14998,1558,2026-01-22,1659,Delivered
626,7894,310,2025-03-03,419,Delivered
627,27740,86,2026-02-15,1255,Cancelled
